,Unnamed: 0,orig,dest,airline,dep_date,ret_date,search_date,price
474284,474284,ZRH,FLR,LX,2020-12-27,2021-01-04,2020-04-30,293.2845
474348,474348,STR,CPH,SK,2020-12-22,2021-01-04,2020-05-09,453.142
474387,474387,FRA,CMB,UL,2021-02-17,2021-03-01,2020-04-23,695.8360000000001
474433,474433,FRA,MEX,LH,2021-03-18,2021-04-05,2020-04-14,294.7700000000001
474496,474496,FRA,JNB,SA,2020-12-14,2020-12-30,2020-04-22,522.988
474540,474540,MAD,SCL,IB,2020-12-19,2021-01-03,2020-04-11,365.09000000000015
474633,474633,FRA,YUL,LH,2021-03-24,2021-04-05,2020-05-19,688.6499999999997
474677,474677,AMS,LIM,KL,2021-03-13,2021-03-29,2020-05-08,350.461
474759,474759,DXB,HND,EK,2021-03-04,2021-03-14,2020-06-04,233.44050000000007
474784,474784,DRS,ZRH,LX,2020-12-21,2021-01-01,2020-05-05,600.1264999999997
474827,474827,MUC,CPH,LH,2020-12-26,2021-01-02,2020-04-23,330.4225
474901,474901,HAM,RIX,BT,2020-12-24,2021-01-03,2020-05-12,182.96049999999997
474978,474978,FRA,GYD,LH,2020-12-25,2021-01-03,2020-06-03,185.32000000000005
475004,475004,SIN,MNL,SQ,2020-12-16,2020-12-29,2020-05-05,262.47700000000003
475054,475054,TXL,RIX,BT,2020-12-24,2021-01-04,2020-04-30,83.21000000000002
475116,475116,FRA,TPE,CI,2020-12-14,2021-01-01,2020-05-07,280.058
475164,475164,FRA,DEL,LH,2021-03-20,2021-04-06,2020-04-30,928.6655
475225,475225,FRA,SIN,SQ,2020-12-11,2020-12-29,2020-05-06,124.88999999999993
475293,475293,FRA,TIA,LH,2021-03-25,2021-04-04,2020-05-19,688.6499999999997
475310,475310,FRA,SIN,SQ,2021-03-19,2021-03-29,2020-04-11,164.8899999999999
475390,475390,FRA,SIN,SQ,2020-12-13,2020-12-28,2020-05-06,124.88999999999993
475458,475458,FRA,YUL,LH,2020-12-22,2021-01-03,2020-05-19,749.1519999999998
475486,475486,FRA,PEK,CA,2021-03-23,2021-04-05,2020-04-22,782.4500000000003
475560,475560,LHR,JNB,BA,2020-12-05,2020-12-27,2020-05-11,615.3929999999998
475607,475607,AMS,GLA,KL,2020-12-22,2020-12-29,2020-05-03,240.2385
475663,475663,FRA,MEX,LH,2020-12-18,2021-01-02,2020-05-04,291.0560000000001
475711,475711,MUC,MEX,LH,2020-12-17,2021-01-01,2020-04-27,568.641
475771,475771,FRA,YYC,AC,2021-03-19,2021-04-03,2020-05-02,162.46
475848,475848,FRA,BKK,LH,2020-12-20,2021-01-03,2020-05-24,417.3729999999998
475865,475865,FRA,MEX,LH,2021-03-22,2021-04-05,2020-04-16,277.93999999999994
475926,475926,FRA,JNB,SA,2020-12-17,2020-12-30,2020-04-22,522.988
475989,475989,FRA,LHR,BA,2020-12-19,2020-12-26,2020-04-30,430.52000000000015
476061,476061,MUC,PDL,S4,2020-12-25,2021-01-02,2020-05-17,844.6339999999999
476105,476105,MUC,ATH,LH,2020-12-29,2021-01-03,2020-05-06,421.52799999999985
476147,476147,MUC,LHR,BA,2020-12-19,2020-12-27,2020-04-23,636.8225
476207,476207,JNB,WDH,SA,2020-12-21,2021-01-01,2020-04-28,231.2825
476266,476266,FRA,YYC,AC,2021-03-20,2021-04-03,2020-05-02,162.46
476338,476338,FRA,WAW,LH,2020-12-25,2021-01-02,2020-05-19,712.6384999999997
476355,476355,MAD,MEX,IB,2021-03-23,2021-04-05,2020-04-11,324.74349999999987
476458,476458,JNB,WDH,SA,2020-12-16,2020-12-30,2020-05-29,227.801
476508,476508,FRA,BIO,LH,2020-12-29,2021-01-03,2020-05-24,423.97299999999984
476531,476531,FRA,PEK,LH,2020-12-11,2021-01-02,2020-04-22,782.5880000000003
476598,476598,FRA,MEX,LH,2020-12-19,2021-01-04,2020-05-04,291.8975000000001
476641,476641,FRA,PEK,CA,2021-03-22,2021-04-03,2020-04-22,782.4500000000003
476697,476697,FRA,GRU,LA,2021-02-20,2021-03-06,2020-04-23,198.02
476752,476752,MUC,LIS,TP,2020-12-24,2021-01-01,2020-04-23,302.1049999999999
476827,476827,FRA,YYZ,AC,2020-12-10,2021-01-02,2020-05-13,359.7785
476858,476858,FRA,MAD,IB,2020-12-27,2021-01-03,2020-04-19,798.8269999999999
476932,476932,SIN,BNE,QF,2020-12-03,2020-12-25,2020-05-08,377.52350000000007
476986,476986,FRA,CMN,AT,2020-12-25,2021-01-03,2020-05-07,172.4699999999999
477041,477041,FRA,MAD,IB,2020-12-19,2021-01-02,2020-05-07,826.6509999999997
477086,477086,MUC,MAD,LH,2020-12-19,2021-01-02,2020-04-27,566.464
477165,477165,YYC,YVR,AC,2020-12-10,2021-01-02,2020-05-21,149.81699999999995
477186,477186,FRA,AMM,LH,2020-12-20,2021-01-02,2020-04-17,474.14400000000006
477283,477283,JNB,CPT,SA,2020-12-16,2020-12-31,2020-05-29,210.80750000000003
477301,477301,FRA,JNB,SA,2020-12-11,2020-12-31,2020-04-22,535.1370000000002
477393,477393,JNB,WDH,SA,2021-03-18,2021-04-02,2020-05-29,227.80099999999996
477448,477448,JNB,CPT,SA,2020-12-13,2020-12-31,2020-05-29,210.80750000000003
477455,477455,FRA,SIN,SQ,2021-03-14,2021-03-30,2020-04-11,158.88999999999996
477521,477521,FRA,PEK,CA,2021-03-20,2021-04-05,2020-04-22,782.4500000000003
477577,477577,MUC,ZAG,LH,2020-12-24,2021-01-04,2020-04-23,221.70450000000002
477663,477663,MAD,EZE,IB,2021-03-14,2021-04-04,2020-05-24,232.39
477713,477713,FRA,SKG,LH,2020-12-24,2021-01-03,2020-05-19,712.6384999999997
477747,477747,LHR,PER,QF,2021-03-03,2021-03-27,2020-04-28,438.5205
477788,477788,SIN,MEL,QF,2020-12-07,2020-12-25,2020-04-14,164.86999999999995
477866,477866,FRA,CMN,AT,2020-12-19,2021-01-02,2020-05-07,172.4699999999999
477916,477916,FRA,YYC,AC,2021-03-12,2021-04-03,2020-05-02,171.46
477967,477967,IST,BKK,TK,2020-12-15,2020-12-29,2020-04-28,725.4965
478005,478005,FRA,SIN,SQ,2021-03-12,2021-03-30,2020-04-11,166.38999999999996
478077,478077,JNB,WDH,SA,2020-12-18,2021-01-01,2020-04-28,231.2825
478142,478142,FRA,LHR,BA,2020-12-12,2020-12-27,2020-05-08,469.2775
478187,478187,FRA,SCL,LA,2021-02-11,2021-03-04,2020-04-28,1170.5180000000005
478251,478251,MUC,KRK,LH,2020-12-25,2021-01-02,2020-05-07,470.14699999999993
478329,478329,LIN,SUF,AZ,2021-03-04,2021-03-12,2020-05-30,947.7099999999997
478362,478362,FRA,HND,LH,2020-12-18,2021-01-03,2020-05-08,692.7385000000003
478417,478417,SIN,CHC,SQ,2020-12-06,2020-12-28,2020-05-08,400.50250000000017
478456,478456,FRA,JNB,SA,2020-12-09,2020-12-30,2020-04-22,559.438
478521,478521,FRA,YYC,AC,2021-03-18,2021-04-03,2020-05-02,179.46
478593,478593,FRA,WAW,LO,2021-03-22,2021-03-31,2020-05-19,697.7499999999997
478642,478642,LHR,EDI,BA,2020-12-19,2020-12-28,2020-05-13,617.6674999999998
478668,478668,MUC,SKG,A3,2021-03-18,2021-03-28,2020-04-14,112.82449999999993
478732,478732,MUC,DUB,EI,2021-03-06,2021-03-17,2020-04-23,586.9585000000002
478812,478812,MAD,HAV,IB,2020-12-18,2021-01-04,2020-05-18,298.4055
478835,478835,FRA,MEX,LH,2021-03-23,2021-04-05,2020-04-16,277.93999999999994
478911,478911,FRA,CMN,AT,2020-12-19,2021-01-03,2020-05-07,172.4699999999999
478952,478952,FRA,GLA,LH,2020-12-26,2021-01-02,2020-04-23,198.27
479042,479042,FRA,YUL,AC,2020-12-23,2021-01-01,2020-05-28,418.5125
479075,479075,FRA,SIN,SQ,2020-12-11,2020-12-27,2020-05-06,124.88999999999993
479119,479119,LHR,MEL,QF,2020-12-06,2020-12-26,2020-04-25,372.031
479162,479162,FRA,YUL,LH,2020-12-21,2021-01-02,2020-04-13,714.4810000000003
479215,479215,FRA,CMB,UL,2021-02-28,2021-03-11,2020-04-11,549.7535
479318,479318,JNB,WDH,SA,2021-03-19,2021-04-03,2020-05-29,227.80099999999996
479352,479352,LHR,EDI,BA,2021-03-20,2021-03-29,2020-05-08,911.7025
479380,479380,MAD,SCL,IB,2020-12-15,2021-01-02,2020-04-11,365.09000000000015
479483,479483,JNB,VFA,SA,2021-03-13,2021-04-02,2020-05-29,227.80099999999996
479514,479514,DXB,CMB,EK,2021-02-26,2021-03-15,2020-05-05,155.44000000000003
479572,479572,LHR,EDI,BA,2021-03-22,2021-03-29,2020-05-08,911.7025
479605,479605,FRA,BKK,LH,2021-03-21,2021-04-03,2020-04-16,333.31450000000007
479680,479680,FRA,SIN,SQ,2020-12-04,2020-12-27,2020-05-06,124.88999999999993
479721,479721,AUH,CMB,EY,2021-02-21,2021-03-04,2020-04-22,519.457
479774,479774,MAD,SCL,IB,2021-03-22,2021-04-05,2020-04-20,356.165
479820,479820,FRA,SIN,SQ,2021-03-14,2021-03-29,2020-04-11,158.88999999999996
479923,479923,JNB,WDH,SA,2020-12-17,2020-12-31,2020-05-29,227.801
479974,479974,SIN,AKL,SQ,2020-12-05,2020-12-28,2020-05-25,978.0345
480033,480033,JNB,WDH,SA,2021-03-12,2021-04-02,2020-05-29,227.80099999999996
480088,480088,JNB,WDH,SA,2020-12-15,2020-12-30,2020-05-29,227.801
480122,480122,LHR,MEX,BA,2021-03-13,2021-03-29,2020-05-08,915.5535
480162,480162,MUC,WAW,LO,2021-03-15,2021-03-31,2020-04-23,221.12250000000003
480253,480253,JNB,WDH,SA,2020-12-15,2020-12-31,2020-05-29,227.801
480308,480308,JNB,WDH,SA,2020-12-16,2020-12-31,2020-05-29,227.801
480322,480322,FRA,ATH,LH,2020-12-25,2021-01-02,2020-04-18,196.998
480418,480418,JNB,CPT,SA,2020-12-20,2020-12-30,2020-05-29,210.80750000000003
480467,480467,MUC,LCA,LH,2020-12-24,2021-01-01,2020-05-23,715.4974999999997
480506,480506,MUC,ATH,LH,2020-12-24,2021-01-01,2020-05-07,419.8149999999998
480559,480559,HAM,MAD,IB,2020-12-25,2021-01-04,2020-05-05,330.66900000000004
480622,480622,PAD,FRA,LH,2020-12-27,2021-01-04,2020-05-13,616.3539999999998
480657,480657,MUC,WAW,LH,2020-12-27,2021-01-04,2020-04-23,224.70450000000002
480728,480728,MAD,MEX,IB,2021-03-20,2021-04-05,2020-05-09,323.2225
480804,480804,LHR,JNB,BA,2021-03-17,2021-03-30,2020-05-30,903.9279999999997
480845,480845,FRA,JNB,SA,2020-12-10,2020-12-31,2020-05-16,558.7765
480865,480865,FRA,SIN,SQ,2021-03-12,2021-03-29,2020-04-11,166.38999999999996
480937,480937,FRA,SCL,LA,2021-02-13,2021-03-04,2020-04-28,1118.7205
480996,480996,FRA,YUL,AC,2021-03-24,2021-04-05,2020-05-02,144.96
481055,481055,MUC,ATH,LH,2020-12-30,2021-01-03,2020-05-06,421.52799999999985
481097,481097,MUC,WAW,LO,2020-12-25,2021-01-04,2020-04-23,224.70450000000002
481149,481149,AMS,SJO,KL,2020-12-15,2020-12-31,2020-04-20,438.086
481218,481218,FRA,MEX,LH,2020-12-20,2021-01-02,2020-05-04,262.93999999999994
481288,481288,FRA,TIA,LH,2021-03-26,2021-04-05,2020-05-19,688.6499999999997
481310,481310,FRA,BKK,LH,2021-03-21,2021-04-04,2020-04-16,333.31450000000007
481387,481387,FRA,HND,LH,2020-12-18,2021-01-01,2020-05-08,692.7385000000003
481460,481460,FRA,CMB,UL,2021-02-06,2021-02-21,2020-05-26,647.1024999999997
481470,481470,FRA,SIN,SQ,2021-03-10,2021-03-28,2020-04-11,168.38999999999996
481536,481536,FRA,CMB,UL,2021-03-03,2021-03-15,2020-04-22,308.9145000000001
481628,481628,JNB,WDH,SA,2021-03-16,2021-04-01,2020-05-29,227.80099999999996
481660,481660,FRA,SIN,SQ,2020-12-10,2020-12-27,2020-05-06,124.88999999999993
481716,481716,MUC,PEK,CA,2021-03-20,2021-04-03,2020-05-07,719.4370000000001
481757,481757,FRA,IST,TK,2020-12-11,2020-12-27,2020-04-23,591.8035
481811,481811,FRA,JNB,SA,2020-12-16,2020-12-30,2020-04-22,522.988
481865,481865,MAD,SCL,IB,2021-03-20,2021-04-05,2020-04-21,338.83
481955,481955,TPE,MNL,CI,2020-12-15,2021-01-02,2020-05-26,635.3239999999997
481982,481982,FRA,JFK,LH,2020-12-28,2021-01-03,2020-04-28,1024.8600000000004
482045,482045,FRA,LHR,LH,2020-12-24,2021-01-01,2020-05-06,419.71250000000015
482086,482086,FRA,PEK,LH,2020-12-17,2021-01-02,2020-04-22,782.5190000000003
482147,482147,FRA,ICN,LH,2021-03-21,2021-04-04,2020-04-28,701.33
482208,482208,FRA,MEX,LH,2020-12-18,2021-01-04,2020-05-04,291.0560000000001
482285,482285,FRA,YUL,AC,2020-12-21,2021-01-02,2020-05-26,417.199
482305,482305,MAD,SCL,IB,2021-03-19,2021-04-06,2020-04-21,356.165
482364,482364,LHR,PER,QF,2020-12-02,2020-12-26,2020-04-25,372.031
482449,482449,MUC,PVG,CA,2021-03-19,2021-04-03,2020-05-25,879.0684999999997
482482,482482,AMS,EDI,KL,2020-12-22,2020-12-30,2020-05-03,240.2385
482531,482531,MUC,MAD,IB,2020-12-19,2021-01-02,2020-04-27,571.1925
482594,482594,HAM,MAD,IB,2020-12-28,2021-01-04,2020-05-05,330.66900000000004
482625,482625,FRA,SIN,SQ,2021-03-15,2021-03-30,2020-04-11,158.88999999999996
482680,482680,MAD,LIM,IB,2020-12-19,2021-01-02,2020-04-11,263.4839999999999
482763,482763,LHR,ATL,BA,2020-12-13,2020-12-26,2020-05-09,634.5449999999997
482819,482819,MUC,NAP,LH,2020-12-26,2021-01-03,2020-05-10,663.7515
482870,482870,FRA,SIN,SQ,2020-12-14,2020-12-28,2020-05-06,124.88999999999993
482911,482911,FRA,PEK,CA,2021-03-22,2021-04-05,2020-04-22,782.4500000000003
482955,482955,LHR,SFO,BA,2021-03-12,2021-03-29,2020-04-11,935.996
483058,483058,JNB,WDH,SA,2021-03-19,2021-04-02,2020-05-29,227.80099999999996
483076,483076,FRA,EDI,LH,2020-12-27,2021-01-03,2020-04-22,427.476
483123,483123,FRA,MEX,LH,2021-03-19,2021-04-05,2020-04-14,294.7700000000001
483196,483196,FRA,YUL,AC,2021-03-22,2021-04-03,2020-05-02,162.46
483242,483242,LHR,DEN,BA,2021-03-14,2021-03-29,2020-04-23,928.327
483308,483308,FRA,MEX,LH,2020-12-17,2021-01-04,2020-05-04,291.0560000000001
483383,483383,FRA,BKK,LH,2020-12-20,2021-01-02,2020-05-24,417.3729999999998
483395,483395,FRA,SIN,SQ,2021-03-07,2021-03-28,2020-04-11,168.38999999999996
483482,483482,FRA,YYC,AC,2021-03-20,2021-04-05,2020-05-13,145.45999999999995
483505,483505,LHR,SFO,BA,2021-03-14,2021-03-29,2020-04-11,935.996
483598,483598,FRA,WAW,LO,2020-12-26,2021-01-02,2020-05-19,715.2639999999999
483632,483632,FRA,ICN,LH,2021-03-22,2021-04-05,2020-04-28,701.33
483696,483696,MUC,PEK,CA,2021-03-18,2021-04-03,2020-05-07,719.4370000000001
483758,483758,FRA,AUH,EY,2021-02-19,2021-03-06,2020-05-14,597.28
483790,483790,IST,TAS,TK,2020-12-19,2020-12-27,2020-04-21,616.6050000000002
483860,483860,SIN,RGN,SQ,2020-12-16,2020-12-26,2020-05-06,176.96699999999905
483901,483901,FRA,PEK,CA,2021-03-21,2021-04-05,2020-04-22,782.4500000000003
483956,483956,FRA,JNB,SA,2020-12-13,2020-12-31,2020-04-22,502.735
484048,484048,JNB,WDH,SA,2021-03-18,2021-04-01,2020-05-29,227.80099999999996
484058,484058,FRA,MEX,LH,2021-03-20,2021-04-05,2020-04-14,294.7700000000001
484120,484120,IST,BKK,TK,2020-12-14,2020-12-29,2020-04-21,725.8160000000003
484197,484197,MUC,NAP,LH,2020-12-23,2021-01-03,2020-05-13,683.9845
484247,484247,LHR,SIN,QF,2020-12-09,2020-12-25,2020-05-08,215.3895
484307,484307,LHR,EDI,BA,2020-12-19,2020-12-27,2020-05-13,617.6674999999998
484330,484330,FRA,SIN,SQ,2021-02-28,2021-03-29,2020-04-11,165.88999999999996
484402,484402,LHR,PER,QF,2021-02-28,2021-03-27,2020-04-28,438.5205
484484,484484,SIN,ADL,SQ,2020-12-09,2020-12-27,2020-05-25,981.1845
484522,484522,LHR,SYD,QF,2020-12-08,2020-12-26,2020-05-08,215.3895
484595,484595,FRA,CMN,AT,2020-12-26,2021-01-03,2020-05-26,175.67000000000004
484616,484616,FRA,JNB,SA,2020-12-16,2020-12-31,2020-04-22,522.988
484685,484685,FRA,SIN,SQ,2020-12-13,2020-12-29,2020-05-06,124.88999999999993
484726,484726,FRA,JNB,SA,2020-12-15,2020-12-31,2020-04-22,522.988
484818,484818,JNB,WDH,SA,2020-12-01,2020-12-17,2020-05-29,232.1905
484849,484849,DXB,CPT,EK,2020-12-01,2020-12-16,2020-05-05,155.44000000000003
484889,484889,AMS,SJO,KL,2020-12-01,2020-12-17,2020-04-20,428.1215
484980,484980,TPE,MNL,CI,2020-12-01,2020-12-19,2020-05-26,635.3239999999997
485001,485001,IST,BKK,TK,2020-12-01,2020-12-16,2020-04-22,591.901
485056,485056,IST,BKK,TK,2020-12-01,2020-12-15,2020-04-22,591.901
485125,485125,FRA,SIN,SQ,2020-12-01,2020-12-16,2020-05-06,124.88999999999993
485200,485200,FRA,YUL,AC,2020-12-01,2020-12-21,2020-05-26,412.4455
485235,485235,FRA,SIN,SQ,2020-12-01,2020-12-11,2020-05-06,124.88999999999993
485313,485313,JNB,WDH,SA,2020-12-01,2020-12-14,2020-05-29,232.1905
485374,485374,PEK,KMG,CA,2021-01-23,2021-02-04,2020-06-04,787.7554999999999
485423,485423,DOH,AMD,QR,2020-12-01,2020-12-17,2020-05-29,601.3535000000003
485430,485430,FRA,EDI,LH,2020-12-01,2020-12-08,2020-04-11,335.80599999999987
485503,485503,FRA,MIA,LH,2020-12-01,2020-12-11,2020-04-29,386.0995
485565,485565,FRA,SIN,SQ,2020-12-01,2020-12-25,2020-05-06,124.88999999999993
485628,485628,FRA,LHR,BA,2020-12-01,2020-12-08,2020-05-14,458.1825
485678,485678,STR,CPH,SK,2020-12-01,2020-12-14,2020-05-09,391.7765
485718,485718,FRA,GLA,LH,2020-12-01,2020-12-08,2020-04-24,202.52
485773,485773,FRA,GLA,LH,2020-12-01,2020-12-10,2020-04-24,202.52
485832,485832,DUS,PEK,CA,2021-02-07,2021-02-21,2020-04-28,585.5629999999999
485918,485918,JNB,WDH,SA,2020-12-01,2020-12-16,2020-05-29,232.1905
485925,485925,MAD,SCL,IB,2020-12-01,2020-12-19,2020-04-11,299.83
486028,486028,JNB,CPT,SA,2020-12-01,2020-12-16,2020-05-29,216.5575
486046,486046,SGN,RGN,VN,2020-12-01,2020-12-15,2020-04-22,1217.025
486117,486117,LHR,SYD,QF,2020-12-01,2020-12-19,2020-05-08,215.3895
486172,486172,AUH,CMB,EY,2020-12-01,2020-12-16,2020-05-08,538.27
486250,486250,FRA,AUH,EY,2020-12-01,2020-12-18,2020-05-31,544.6150000000001
486266,486266,FRA,PTY,LH,2020-12-01,2020-12-17,2020-04-22,897.3835000000003
486335,486335,FRA,SIN,SQ,2020-12-01,2020-12-23,2020-05-06,124.88999999999993
486376,486376,FRA,ADD,ET,2020-12-01,2020-12-14,2020-04-22,2483.890000000001
486465,486465,SGN,RGN,VN,2020-12-01,2020-12-22,2020-05-26,876.0435000000001
486503,486503,SIN,CGK,SQ,2020-12-01,2020-12-16,2020-05-09,377.31600000000014
486563,486563,MUC,SIN,SQ,2020-12-01,2020-12-16,2020-05-14,857.825
486613,486613,SIN,CHC,SQ,2020-12-01,2020-12-24,2020-05-09,382.1435
486670,486670,MUC,PEK,CA,2021-01-16,2021-01-22,2020-05-11,765.9579999999997
486723,486723,SIN,CGK,SQ,2020-12-01,2020-12-20,2020-05-09,381.54500000000013
486778,486778,SIN,CHC,SQ,2020-12-01,2020-12-19,2020-05-09,377.31600000000014
486817,486817,SIN,KNO,MI,2020-12-01,2020-12-20,2020-04-23,529.1759999999999
486879,486879,SIN,MEL,SQ,2020-12-01,2020-12-19,2020-04-30,217.57849999999996
486943,486943,SIN,CHC,SQ,2020-12-01,2020-12-18,2020-05-09,377.31600000000014
486975,486975,SIN,SYD,SQ,2020-12-01,2020-12-18,2020-04-16,190.59099999999995
487071,487071,SIN,KUL,SQ,2020-12-01,2020-12-17,2020-05-27,649.6054999999998
487112,487112,FRA,YYZ,AC,2020-12-01,2020-12-23,2020-05-13,350.2285
487170,487170,PEK,KMG,CA,2021-01-05,2021-01-19,2020-05-16,497.5
487218,487218,FRA,OSL,SK,2020-12-01,2020-12-14,2020-05-09,146.52100000000004
487280,487280,CPH,LED,SK,2020-12-01,2020-12-14,2020-05-16,270.466
487322,487322,AMS,EDI,KL,2020-12-01,2020-12-09,2020-05-03,259.87750000000005
487386,487386,FRA,YYZ,AC,2020-12-01,2020-12-11,2020-05-12,351.09650000000005
487443,487443,OSL,BGO,SK,2020-12-01,2020-12-14,2020-05-14,914.877
487479,487479,LHR,PER,QF,2020-12-01,2020-12-28,2020-04-25,372.031
487568,487568,JNB,WDH,SA,2020-12-01,2020-12-12,2020-05-29,232.1905
487602,487602,SIN,BNE,QF,2020-12-01,2020-12-25,2020-05-08,377.52350000000007
487631,487631,MUC,LCA,LH,2020-12-01,2020-12-09,2020-04-12,659.3825
487732,487732,MAD,BOG,IB,2020-12-01,2020-12-16,2020-05-28,306.9799999999999
487766,487766,PEK,KMG,CA,2021-02-15,2021-02-28,2020-05-07,879.0029999999997
487843,487843,LEJ,FRA,LH,2020-12-01,2020-12-09,2020-05-29,199.3765
487902,487902,MAD,MEX,IB,2020-12-01,2020-12-14,2020-06-02,254.5360000000001
487953,487953,LEJ,DUB,LH,2020-12-01,2020-12-09,2020-05-29,199.3765
487980,487980,LHR,JFK,BA,2020-12-01,2020-12-08,2020-05-01,706.2265000000001
488040,488040,MUC,ATH,LH,2020-12-01,2020-12-10,2020-05-06,400.93549999999993
488111,488111,FRA,MEX,LH,2020-12-01,2020-12-14,2020-05-22,312.0314999999999
488169,488169,SIN,AKL,SQ,2020-12-01,2020-12-25,2020-05-25,978.0345
488200,488200,MUC,MAD,LH,2020-12-01,2020-12-08,2020-05-01,574.9899999999999
488263,488263,SIN,CHC,SQ,2020-12-01,2020-12-25,2020-05-09,382.1435
488302,488302,DXB,MAA,EK,2020-12-01,2020-12-13,2020-04-23,134.929
488377,488377,FRA,KEF,LH,2020-12-01,2020-12-10,2020-05-13,659.368
488425,488425,PEK,KMG,CA,2021-02-02,2021-02-16,2020-05-06,759.1239999999999
488481,488481,FRA,TPE,CI,2020-12-01,2020-12-12,2020-05-07,287.432
488538,488538,SIN,CHC,SQ,2020-12-01,2020-12-26,2020-05-09,382.1435
488585,488585,FRA,YUL,LH,2020-12-01,2020-12-13,2020-05-01,705.1139999999997
488655,488655,FRA,LIS,LH,2020-12-01,2020-12-09,2020-05-16,175.52650000000008
488675,488675,MUC,LIS,TP,2020-12-01,2020-12-09,2020-04-11,300.6535
488774,488774,FRA,BKK,TG,2020-11-30,2020-12-11,2020-05-25,631.9200000000002
488796,488796,FRA,WDH,SW,2020-11-30,2020-12-13,2020-04-22,3875.358000000001
488889,488889,GRU,IGU,LA,2020-11-30,2020-12-15,2020-05-30,301.02200000000005
488921,488921,FRA,TPE,CI,2020-11-30,2020-12-12,2020-05-07,280.932
488999,488999,HAM,ZRH,LX,2020-11-30,2020-12-08,2020-05-30,313.6514999999998
489016,489016,IST,BKK,TK,2020-11-30,2020-12-15,2020-04-22,591.901
489085,489085,FRA,SIN,SQ,2020-11-30,2020-12-16,2020-05-06,124.88999999999993
489135,489135,FRA,WAW,LO,2020-11-30,2020-12-16,2020-05-01,700.2059999999999
489181,489181,FRA,PEK,CA,2021-02-26,2021-03-16,2020-04-22,896.9270000000004
489236,489236,FRA,PEK,CA,2021-02-27,2021-03-16,2020-04-22,896.9270000000004
489298,489298,FRA,YUL,LH,2020-11-30,2020-12-12,2020-04-29,643.8910000000002
489353,489353,FRA,WAW,LO,2020-11-30,2020-12-09,2020-04-29,649.4509999999998
489410,489410,FRA,MEX,LH,2020-11-30,2020-12-21,2020-05-01,298.9484999999998
489471,489471,FRA,YUL,AC,2020-11-30,2020-12-12,2020-05-07,417.22900000000004
489511,489511,FRA,PMI,LH,2020-11-30,2020-12-06,2020-04-22,851.2410000000003
489580,489580,FRA,SIN,SQ,2020-11-30,2020-12-27,2020-05-06,124.88999999999993
489621,489621,FRA,PRG,LH,2020-11-30,2020-12-10,2020-04-22,851.2410000000003
489676,489676,FRA,PEK,CA,2021-03-16,2021-03-30,2020-04-22,782.4500000000003
489720,489720,FRA,OSL,LH,2020-11-30,2020-12-06,2020-04-11,218.0349999999999
489801,489801,PEK,KMG,CA,2021-02-08,2021-02-22,2020-05-07,766.6244999999997
489875,489875,AUH,DEL,EY,2020-11-30,2020-12-17,2020-05-26,525.653
489933,489933,JNB,WDH,SA,2020-11-30,2020-12-20,2020-05-29,232.1905
489952,489952,PEK,CTU,CA,2021-03-20,2021-04-04,2020-04-23,441.47600000000017
490006,490006,FRA,PEK,CA,2021-02-02,2021-02-16,2020-04-22,783.0100000000003
490061,490061,FRA,PVG,CA,2021-02-07,2021-02-26,2020-04-22,1193.9024999999995
490116,490116,FRA,PEK,CA,2021-02-12,2021-02-25,2020-04-22,834.643
490204,490204,FRA,BKK,TG,2020-11-30,2020-12-12,2020-05-25,631.9200000000002
490234,490234,SIN,MEL,QF,2020-11-30,2020-12-18,2020-04-30,219.61999999999995
490287,490287,FRA,PVG,CA,2021-02-12,2021-02-26,2020-04-28,1155.3835000000004
490336,490336,FRA,PEK,CA,2021-02-02,2021-02-15,2020-04-22,783.0100000000003
490398,490398,FRA,YYZ,LH,2020-11-30,2020-12-11,2020-04-29,643.8910000000002
490446,490446,FRA,PEK,CA,2021-02-02,2021-02-13,2020-04-22,783.1280000000003
490539,490539,HAJ,ZRH,LX,2020-11-30,2020-12-08,2020-05-30,313.6514999999998
490577,490577,FRA,YYZ,AC,2020-11-30,2020-12-13,2020-05-13,341.5785
490639,490639,CTU,KMG,CA,2021-02-10,2021-03-01,2020-05-20,238.18350000000007
490703,490703,JNB,CPT,SA,2020-11-30,2020-12-10,2020-05-29,210.78450000000004
490727,490727,FRA,PVG,CA,2021-01-31,2021-02-19,2020-04-28,1103.7855000000004
490813,490813,JNB,WDH,SA,2020-11-30,2020-12-11,2020-05-29,232.1905
490837,490837,FRA,PVG,CA,2021-02-07,2021-02-22,2020-04-28,1161.9930000000004
490918,490918,MUC,PVG,CA,2021-02-12,2021-02-27,2020-05-24,935.503
490983,490983,MUC,PEK,CA,2021-02-20,2021-02-26,2020-06-03,968.5115
490997,490997,FRA,PEK,CA,2021-02-02,2021-02-23,2020-04-23,829.2819999999998
491057,491057,FRA,PVG,CA,2021-02-01,2021-02-14,2020-04-28,1107.5095000000006
491112,491112,FRA,PVG,CA,2021-02-07,2021-02-23,2020-04-28,1166.0725000000004
491203,491203,MUC,PEK,CA,2021-02-13,2021-02-27,2020-06-03,968.5115
491216,491216,FRA,PEK,CA,2021-02-01,2021-02-14,2020-04-22,783.0100000000003
491271,491271,FRA,PEK,CA,2021-02-02,2021-02-14,2020-04-22,783.0100000000003
491327,491327,FRA,PEK,CA,2021-02-09,2021-02-22,2020-04-23,897.466
