,Unnamed: 0,orig,dest,airline,dep_date,ret_date,search_date,price
87911,87911,FRA,MEX,LH,2021-01-08,2021-01-23,2020-05-02,293.8370000000001
87966,87966,FRA,MEX,LH,2021-01-06,2021-01-23,2020-05-02,293.1965
88002,88002,FRA,WAW,LO,2020-12-14,2020-12-23,2020-04-13,724.0810000000004
88072,88072,FRA,PVG,LH,2021-01-09,2021-01-23,2020-04-28,1115.5820000000006
88124,88124,MAD,SCL,IB,2021-03-01,2021-03-19,2020-04-25,318.83
88190,88190,MUC,MAD,LH,2020-12-13,2020-12-23,2020-05-06,508.7485
88220,88220,SIN,RGN,SQ,2021-02-23,2021-03-13,2020-04-11,178.16700000000077
88295,88295,MAD,EZE,IB,2020-12-13,2020-12-24,2020-05-01,239.35
88350,88350,MUC,MAD,LH,2021-01-09,2021-01-23,2020-05-01,621.7645
88388,88388,SIN,MEL,SQ,2021-02-23,2021-03-13,2020-04-14,268.3285
88458,88458,JNB,CPT,SA,2021-01-05,2021-01-20,2020-04-29,212.771
88495,88495,SIN,RGN,SQ,2021-02-25,2021-03-13,2020-04-11,178.16700000000077
88601,88601,MAD,CMN,IB,2020-12-11,2020-12-23,2020-06-01,190.83
88653,88653,JNB,WDH,SA,2021-01-05,2021-01-20,2020-05-29,230.301
88684,88684,MUC,LCA,LH,2020-12-15,2020-12-23,2020-05-05,592.4490000000002
88763,88763,JNB,WDH,SA,2021-01-06,2021-01-20,2020-05-29,230.301
88799,88799,DXB,CMB,EK,2021-02-10,2021-02-25,2020-05-10,178.04500000000004
88850,88850,MUC,LIS,LH,2020-12-14,2020-12-24,2020-05-06,509.59699999999987
88922,88922,DXB,HND,EK,2021-02-14,2021-02-25,2020-05-23,255.3105
88983,88983,JNB,CPT,SA,2021-01-10,2021-01-20,2020-05-29,216.5575
89020,89020,MUC,KRK,LH,2021-01-15,2021-01-23,2020-05-11,540.9105000000002
89079,89079,GIG,IGU,LA,2020-12-06,2020-12-23,2020-05-15,304.9414999999999
89118,89118,SIN,BNE,QF,2020-12-22,2021-01-15,2020-04-29,432.9355000000001
89173,89173,SIN,CGK,SQ,2020-12-29,2021-01-17,2020-04-29,428.27100000000013
89221,89221,FRA,LAS,LH,2020-12-13,2020-12-28,2020-04-22,490.6100000000001
89303,89303,FRA,WAW,LH,2021-01-15,2021-01-23,2020-05-19,847.933
89358,89358,FRA,WAW,LO,2021-01-16,2021-01-23,2020-05-19,847.1389999999999
89413,89413,FRA,YYZ,LH,2021-03-08,2021-03-19,2020-05-19,774.2999999999997
89468,89468,FRA,TIA,LH,2021-01-15,2021-01-23,2020-05-19,847.933
89505,89505,FRA,YYC,AC,2021-03-04,2021-03-18,2020-05-01,179.46
89565,89565,MUC,ATH,LH,2021-01-15,2021-01-23,2020-05-06,453.9739999999998
89607,89607,MUC,DBV,LH,2021-01-16,2021-01-23,2020-04-23,510.83800000000014
89670,89670,FRA,YYZ,AC,2021-03-04,2021-03-19,2020-05-01,179.46
89724,89724,FRA,YYZ,AC,2021-03-06,2021-03-19,2020-04-30,159.06
89814,89814,FRA,BIO,LH,2020-12-19,2020-12-24,2020-06-04,503.782
89827,89827,MUC,CPH,LH,2021-01-16,2021-01-23,2020-04-23,357.3305000000001
89889,89889,FRA,YYZ,AC,2021-03-09,2021-03-19,2020-04-30,159.76000000000005
89975,89975,ZRH,MAD,IB,2020-12-15,2020-12-23,2020-05-31,348.18149999999986
89999,89999,FRA,YYC,AC,2021-03-05,2021-03-19,2020-04-30,159.06
90051,90051,FRA,BKK,LH,2021-01-10,2021-01-23,2020-04-27,328.1670000000001
90109,90109,FRA,GRU,LA,2020-12-06,2020-12-21,2020-04-30,194.52
90147,90147,SIN,MEL,QF,2020-12-28,2021-01-15,2020-04-13,164.86999999999995
90218,90218,SIN,CGK,SQ,2021-01-04,2021-01-17,2020-04-29,482.6305
90257,90257,FRA,YVR,LH,2020-12-13,2020-12-24,2020-04-13,724.0810000000004
90356,90356,FRA,YYC,AC,2021-01-01,2021-01-22,2020-05-27,340.833
90413,90413,JNB,WDH,SA,2021-02-27,2021-03-16,2020-05-29,227.80099999999996
90465,90465,FRA,YYZ,AC,2020-12-31,2021-01-22,2020-05-26,342.824
90516,90516,FRA,YYC,AC,2020-12-10,2020-12-23,2020-05-22,378.38200000000006
90556,90556,SIN,KNO,MI,2020-12-29,2021-01-17,2020-05-07,526.2819999999999
90633,90633,JNB,WDH,SA,2021-02-24,2021-03-16,2020-05-29,230.1905
90664,90664,SIN,MNL,SQ,2020-12-24,2021-01-17,2020-05-05,240.845
90743,90743,KBP,EVN,PS,2021-02-27,2021-03-08,2020-05-29,203.90000000000003
90752,90752,FRA,YUL,LH,2020-12-11,2020-12-23,2020-04-13,746.9000000000003
90823,90823,SIN,BNE,QF,2020-12-24,2021-01-15,2020-04-29,432.9355000000001
90892,90892,SIN,KUL,SQ,2020-12-28,2021-01-17,2020-05-13,650.0370000000003
90929,90929,FRA,YUL,AC,2021-01-13,2021-01-22,2020-04-25,570.5269999999998
91018,91018,JNB,WDH,SA,2021-03-01,2021-03-16,2020-05-29,227.80099999999996
91025,91025,SIN,RGN,SQ,2021-01-01,2021-01-17,2020-04-11,178.16699999999938
91080,91080,SIN,RGN,SQ,2021-01-02,2021-01-17,2020-04-11,178.16699999999938
91147,91147,MUC,WAW,LO,2020-12-19,2020-12-24,2020-04-23,220.40900000000005
91214,91214,SIN,MNL,SQ,2021-01-02,2021-01-17,2020-05-05,247.67900000000003
91269,91269,SIN,MNL,SQ,2021-01-04,2021-01-17,2020-05-05,246.92900000000003
91348,91348,JNB,WDH,SA,2021-03-05,2021-03-16,2020-05-29,227.80099999999996
91367,91367,MUC,FCO,LH,2020-12-19,2020-12-24,2020-04-23,146.73099999999997
91454,91454,SIN,AKL,SQ,2020-12-31,2021-01-17,2020-05-25,981.1845
91509,91509,SIN,ADL,SQ,2020-12-30,2021-01-17,2020-05-25,981.1845
91568,91568,JNB,WDH,SA,2021-03-03,2021-03-16,2020-05-29,227.80099999999996
91584,91584,WAW,LED,LO,2020-12-19,2020-12-24,2020-04-20,1205.9299999999996
91676,91676,SIN,CHC,SQ,2021-02-16,2021-03-13,2020-05-27,583.3904999999999
91718,91718,MUC,PMI,LH,2021-03-15,2021-03-19,2020-05-14,796.0654999999998
91760,91760,MUC,MEX,LH,2021-01-07,2021-01-22,2020-05-01,623.1645
91805,91805,MAD,SCL,IB,2021-01-05,2021-01-23,2020-04-21,297.0465
91876,91876,FRA,CPH,LH,2020-12-14,2020-12-23,2020-05-07,172.4699999999999
91915,91915,MAD,SCL,IB,2021-01-08,2021-01-23,2020-04-21,297.4795
92012,92012,MUC,AMS,KL,2020-12-11,2020-12-20,2020-06-02,418.357
92015,92015,MUC,SPU,LH,2021-01-10,2021-01-23,2020-04-11,114.5505
92087,92087,MUC,MEX,LH,2021-03-04,2021-03-19,2020-04-28,613.2794999999999
92156,92156,FRA,GLA,LH,2020-12-15,2020-12-24,2020-05-12,196.02
92202,92202,MAD,EZE,IB,2021-01-04,2021-01-23,2020-05-03,252.85
92257,92257,MAD,EZE,IB,2021-01-03,2021-01-23,2020-05-03,252.85
92301,92301,FRA,EDI,LH,2021-03-12,2021-03-19,2020-04-22,276.3285
92382,92382,MAD,EZE,IB,2021-01-09,2021-01-23,2020-05-18,267.35849999999994
